Name	Length	EffectiveLength	TPM	NumReads
FBtr0087988	1754	1583.06	123.9	1638.95
FBtr0087987	1948	1777.06	384.933	5715.9
FBtr0074688	1633	1462.06	48.3755	591
FBtr0086864	3503	3332.06	11.0981	309
FBtr0083361	1283	1112.06	0	0
FBtr0392904	4164	3993.06	4.65217	155.224
FBtr0084588	2385	2214.06	43.0299	796.081
FBtr0303161	2639	2468.06	38.534	794.689
FBtr0079257	1918	1747.06	17.9472	262
FBtr0307341	906	735.139	0	0
FBtr0084989	527	356.246	0.295527	0.87972
FBtr0306309	750	579.139	0.826571	4
FBtr0344570	539	368.246	0	0
FBtr0078090	1219	1048.06	30.7163	269
FBtr0087439	546	375.246	22.0057	69
FBtr0070960	2096	1925.06	0	0
FBtr0302357	2296	2125.06	0	0
FBtr0302356	2428	2257.06	0.530225	10
FBtr0340571	3830	3659.06	0.0105104	0.321355
FBtr0340572	3825	3654.06	0.0549776	1.67864
FBtr0080267	3305	3134.06	0	0
FBtr0077141	787	616.139	0.194233	1
FBtr0306593	981	810.058	0	0
FBtr0081719	1938	1767.06	63.4587	937
FBtr0071549	1655	1484.06	33.4657	415
FBtr0308832	1068	897.058	12.3196	92.3455
FBtr0308833	2043	1872.06	26.44	413.598
FBtr0074921	2263	2092.06	3.26386	57.0561
FBtr0073011	1996	1825.06	0	0
FBtr0112378	450	279.413	0	0
FBtr0342602	1596	1425.06	0	0
FBtr0080326	1217	1046.06	81.7214	714.314
FBtr0085405	675	504.246	183.697	774
FBtr0339295	331	160.538	0	0
FBtr0300316	205	35.2548	0	0
FBtr0300904	2130	1959.06	0	0
FBtr0081633	2196	2025.06	0	0
FBtr0300905	2052	1881.06	0	0
FBtr0335279	1234	1063.06	0	0
FBtr0335281	1199	1028.06	0	0
FBtr0290216	733	562.139	0	0
FBtr0335280	740	569.139	0	0
FBtr0077120	1711	1540.06	16.4095	211.168
FBtr0081676	887	716.139	0	0
FBtr0076639	2093	1922.06	0.186792	3
FBtr0079280	1148	977.058	0	0
FBtr0304827	5797	5626.06	0.0834579	3.92346
FBtr0433494	6405	6234.06	0	0
FBtr0333832	6581	6410.06	0.331852	17.7748
FBtr0433497	5654	5483.06	0	0
FBtr0333833	6118	5947.06	0	0
FBtr0433496	5848	5677.06	0	0
FBtr0304826	8410	8239.06	0	0
FBtr0433495	8302	8131.06	0	0
FBtr0433493	8251	8080.06	0.318297	21.4904
FBtr0300808	2019	1848.06	0	0
FBtr0300809	4061	3890.06	0.0172106	0.559435
FBtr0301700	4064	3893.06	0.0067716	0.220282
FBtr0072287	5108	4937.06	26.3732	1088
FBtr0343633	2816	2645.06	5.01895	110.929
FBtr0074281	2640	2469.06	63.8438	1317.19
FBtr0343632	2730	2559.06	1.26645	27.0811
FBtr0074279	3898	3727.06	40.0093	1246.02
FBtr0074280	3895	3724.06	1.14034	35.4854
FBtr0072238	1035	864.058	0	0
FBtr0308073	1317	1146.06	1.00434	9.61798
FBtr0082360	764	593.139	76.2271	377.801
FBtr0082361	1024	853.058	3.58875	25.5811
FBtr0079938	1428	1257.06	2.85607	30
FBtr0077227	1279	1108.06	80.5496	745.802
FBtr0091702	1278	1107.06	2.12942	19.6984
FBtr0074882	2425	2254.06	13.6294	256.708
FBtr0332153	3588	3417.06	1.85223	52.8865
FBtr0310476	2042	1871.06	5.87768	91.8947
FBtr0100666	2416	2245.06	8.34789	156.604
FBtr0332726	2033	1862.06	3.20753	49.9069
FBtr0080287	1089	918.058	15.8771	121.798
FBtr0309307	5887	5716.06	0.0418917	2.00089
FBtr0300898	5037	4866.06	0	0
FBtr0080024	1050	879.058	6.83149	50.18
FBtr0077389	2263	2092.06	84.262	1473
FBtr0290204	1958	1787.06	0	0
FBtr0086689	848	677.139	22.3227	126.305
FBtr0306636	1574	1403.06	14.9511	175.286
FBtr0086687	1472	1301.06	13.717	149.126
FBtr0086690	2195	2024.06	0	0
FBtr0086686	1532	1361.06	0	0
FBtr0340359	2225	2054.06	2.405	41.2787
FBtr0301148	981	810.058	83.753	566.91
FBtr0086684	908	737.139	0	0
FBtr0306637	2237	2066.06	0.00208954	0.0360737
FBtr0301149	1514	1343.06	0.896222	10.0579
FBtr0086600	1106	935.058	4.88192	38.1441
FBtr0331978	1118	947.058	16.7883	132.856
FBtr0078769	621	450.246	4383.55	16492
FBtr0070712	1878	1707.06	0.84127	12
FBtr0343263	1108	937.058	0	0
FBtr0343264	928	757.139	1.2548e-06	7.93865e-06
FBtr0072024	920	749.139	0.479248	2.99999
FBtr0113111	979	808.058	0	0
FBtr0333452	4664	4493.06	0.179154	6.72614
FBtr0333450	3996	3825.06	0.133717	4.27386
FBtr0333451	4043	3872.06	5.11155e-08	1.65383e-06
FBtr0300831	4092	3921.06	0	0
FBtr0076303	1640	1469.06	0	0
FBtr0076302	1655	1484.06	2.18594	27.1073
FBtr0076301	2049	1878.06	46.9567	736.893
FBtr0077098	1123	952.058	81.056	644.832
FBtr0070552	1047	876.058	0	0
FBtr0075818	1346	1175.06	28.7205	282
FBtr0088789	1908	1737.06	5.51161	80
FBtr0304960	503	332.349	0	0
FBtr0075249	843	672.139	0	0
FBtr0084104	1804	1633.06	206.437	2817
FBtr0336911	2177	2006.06	12.469	209.013
FBtr0088974	1597	1426.06	15.6442	186.417
FBtr0100360	4963	4792.06	0.17072	6.83603
FBtr0110880	2920	2749.06	0	0
FBtr0334105	2225	2054.06	0	0
FBtr0301185	2946	2775.06	0	0
FBtr0110881	4262	4091.06	2.60829	89.164
FBtr0336928	1138	967.058	0.495005	4
FBtr0072107	995	824.058	0	0
FBtr0085786	2956	2785.06	12.7222	296.069
FBtr0085785	3082	2911.06	0	0
FBtr0334549	2894	2723.06	0	0
FBtr0334550	3020	2849.06	0	0
FBtr0340191	4545	4374.06	3.50539e-07	1.2812e-05
FBtr0073848	4477	4306.06	60.0311	2160
FBtr0078387	3371	3200.06	7.2764	194.568
FBtr0087487	2027	1856.06	15.4102	239
FBtr0083735	2688	2517.06	0	0
FBtr0332539	2448	2277.06	0	0
FBtr0077790	977	806.058	0	0
FBtr0331440	941	770.139	0	0
FBtr0331439	971	800.139	0	0
FBtr0082634	1746	1575.06	15.1203	199
FBtr0079612	1320	1149.06	6.0589	58.1746
FBtr0087980	1799	1628.06	0	0
FBtr0087979	1558	1387.06	0	0
FBtr0072044	1063	892.058	0	0
FBtr0343206	1072	901.058	0	0
FBtr0072043	1160	989.058	0	0
FBtr0075225	1132	961.058	0	0
FBtr0112489	446	275.413	11.2752	25.9481
FBtr0339263	740	569.139	0.966049	4.59425
FBtr0301018	2276	2105.06	1.19387	21
FBtr0302526	640	469.246	4.08058	16
FBtr0100009	3280	3109.06	5.35043	139
FBtr0089901	2338	2167.06	0.634365	11.487
FBtr0089902	1803	1632.06	0	0
FBtr0300562	2617	2446.06	3.72404	76.1166
FBtr0089900	2125	1954.06	0	0
FBtr0089904	2355	2184.06	0	0
FBtr0301521	2467	2296.06	0.588104	11.2833
FBtr0089905	2568	2397.06	2.45201	49.1132
FBtr0345390	5214	5043.06	0.44544	18.7707
FBtr0331425	3556	3385.06	1.78387	50.4577
FBtr0332155	4408	4237.06	1.94244	68.7716
FBtr0075014	3541	3370.06	2.72934e-07	7.68587e-06
FBtr0078874	603	432.246	0.276867	1
FBtr0083452	2975	2804.06	10.4065	243.831
FBtr0302317	2262	2091.06	21.2426	371.169
FBtr0333248	2543	2372.06	0	0
FBtr0114524	2411	2240.06	0.213699	4
FBtr0273385	6171	6000.06	1.89894	95.2059
FBtr0339307	6637	6466.06	0.474942	25.6613
FBtr0273384	6439	6268.06	3.43924	180.133
FBtr0082117	3807	3636.06	4.07705	123.872
FBtr0082116	6303	6132.06	1.97435	101.164
FBtr0082118	4671	4500.06	2.86804	107.845
FBtr0085011	1569	1398.06	0.0856007	1
FBtr0081174	4145	3974.06	0	0
FBtr0081175	3934	3763.06	0	0
FBtr0303241	4041	3870.06	1.66072	53.7045
FBtr0081176	3893	3722.06	0	0
FBtr0305129	2997	2826.06	10.4597	247
FBtr0339156	2994	2823.06	0	0
FBtr0339157	2988	2817.06	0	0
FBtr0071784	2049	1878.06	0	0
FBtr0071785	1989	1818.06	62.7976	954
FBtr0089148	3050	2879.06	0.794657	19.1173
FBtr0089147	2773	2602.06	1.80398e-05	0.000392236
FBtr0089150	2762	2591.06	2.21213	47.8944
FBtr0089146	2709	2538.06	4.24425	90.012
FBtr0308247	2614	2443.06	25.7653	525.976
FBtr0089149	2840	2669.06	0	0
FBtr0302559	2531	2360.06	0	0
FBtr0346506	2597	2426.06	0	0
FBtr0302190	3048	2877.06	0.000710531	0.0170816
FBtr0086145	3054	2883.06	9.0484	217.983
FBtr0306281	375	204.48	0	0
FBtr0306280	392	221.437	0	0
FBtr0306258	4812	4641.06	2.19587	85.157
FBtr0073119	3828	3657.06	30.1026	919.884
FBtr0073120	4106	3935.06	39.1569	1287.53
FBtr0073118	4763	4592.06	47.0511	1805.4
FBtr0337055	3442	3271.06	11.6754	319.122
FBtr0333895	3491	3320.06	69.9755	1941.28
FBtr0337056	4046	3875.06	10.6431	344.622
FBtr0077442	1411	1240.06	4.82537	50
FBtr0076018	1266	1095.06	2.71013	24.7985
FBtr0076017	963	792.139	7.13111	47.2015
FBtr0339781	3357	3186.06	0	0
FBtr0070778	3093	2922.06	0	0
FBtr0344824	2804	2633.06	10.5446	232
FBtr0345292	830	659.139	11.8999	65.5419
FBtr0070983	837	666.139	4.35799	24.2576
FBtr0070982	1100	929.058	1.73998	13.5078
FBtr0070981	941	770.139	102.993	662.785
FBtr0070980	854	683.139	5737.6	32751.9
FBtr0307300	2919	2748.06	12.1118	278.12
FBtr0113024	3030	2859.06	0.999577	23.8801
FBtr0332600	2913	2742.06	0	0
FBtr0083414	2815	2644.06	15.0021	331.452
FBtr0337043	3789	3618.06	0.944286	28.548
FBtr0077516	1338	1167.06	0.102544	1
FBtr0112524	1274	1103.06	1.78906	16.49
FBtr0089233	3691	3520.06	1.53494	45.1481
FBtr0334626	3376	3205.06	0.623622	16.7015
FBtr0310651	3526	3355.06	3.37703	94.6744
FBtr0089229	3501	3330.06	18.7766	522.476
FBtr0082920	981	810.058	0	0
FBtr0077386	1734	1563.06	19.4474	254
FBtr0071106	2301	2130.06	0.0561838	1
FBtr0070937	2201	2030.06	90.7367	1539.18
FBtr0070938	2487	2316.06	63.9478	1237.58
FBtr0070397	1267	1096.06	0.218373	2
FBtr0074346	819	648.139	0	0
FBtr0071471	1606	1435.06	0.077211	0.925861
FBtr0330316	1609	1438.06	0.00616981	0.0741388
FBtr0074918	1253	1082.06	16.6279	150.344
FBtr0072124	2163	1992.06	23.0091	383
FBtr0071683	1189	1018.06	63.5956	541
FBtr0077403	1061	890.058	0	0
FBtr0113021	1089	918.058	0	0
FBtr0077402	1231	1060.06	0	0
FBtr0077401	1011	840.058	0.42738	3
FBtr0300280	1584	1413.06	0	0
FBtr0346378	3461	3290.06	0	0
FBtr0074809	2896	2725.06	21.5811	491.412
FBtr0335137	3353	3182.06	0	0
FBtr0346141	373	202.48	0	0
FBtr0085611	272	101.59	12.9582	11
FBtr0074029	585	414.246	0	0
FBtr0075388	1505	1334.06	0.179415	2
FBtr0343534	2295	2124.06	0	0
FBtr0086001	1762	1591.06	0.0752171	1
FBtr0321315	1239	1068.06	0	0
FBtr0333037	2846	2675.06	0	0
FBtr0075724	2737	2566.06	4.03192	86.4522
FBtr0075723	2084	1913.06	1.66075	26.5478
FBtr0342770	3744	3573.06	0.00227714	0.0679872
FBtr0070420	3766	3595.06	77.2941	2321.93
FBtr0342771	3838	3667.06	0	0
FBtr0333323	2883	2712.06	0	0
FBtr0333322	2930	2759.06	1.23164	28.3951
FBtr0074137	2347	2176.06	1.3338	24.2527
FBtr0074135	2386	2215.06	51.5616	954.352
FBtr0308136	1697	1526.06	0	0
FBtr0080237	698	527.246	0	0
FBtr0300638	3446	3275.06	0	0
FBtr0073729	466	295.413	54.6176	134.821
FBtr0084836	743	572.139	23.8455	114
FBtr0082430	1248	1077.06	0	0
FBtr0335211	1142	971.058	20.9511	170
FBtr0076857	1307	1136.06	0.948079	9
FBtr0300424	902	731.139	0	0
FBtr0083860	1793	1622.06	0	0
FBtr0302327	1744	1573.06	133.373	1753.12
FBtr0083861	1877	1706.06	14.0209	199.88
FBtr0083086	1479	1308.06	17.3574	189.718
FBtr0334589	2552	2381.06	1.48963	29.6377
FBtr0091874	595	424.246	0.386006	1.36839
FBtr0073935	992	821.058	0	0
FBtr0073300	818	647.139	0	0
FBtr0073299	2460	2289.06	0	0
FBtr0088841	1522	1351.06	3.04964	34.4286
FBtr0088842	1468	1297.06	54.46	590.248
FBtr0345599	2094	1923.06	0	0
FBtr0070422	1749	1578.06	0.45502	6
FBtr0342772	681	510.246	0	0
FBtr0070421	1547	1376.06	0	0
FBtr0333023	2495	2324.06	0	0
FBtr0075579	1678	1507.06	0.238229	3
FBtr0072248	2815	2644.06	0.0905236	2
FBtr0345620	2931	2760.06	0	0
FBtr0072247	2800	2629.06	0	0
FBtr0072253	1306	1135.06	1.35978	12.8968
FBtr0343432	1090	919.058	27.4176	210.557
FBtr0073127	1478	1307.06	0.000692586	0.00756426
FBtr0073128	1471	1300.06	0.459571	4.99244
FBtr0079458	1541	1370.06	0	0
FBtr0079460	1595	1424.06	0.714164	8.49813
FBtr0079462	1526	1355.06	0	0
FBtr0079461	1505	1334.06	0	0
FBtr0079459	1585	1414.06	0.719532	8.50187
FBtr0081997	1156	985.058	51.8099	426.454
FBtr0081996	1257	1086.06	0.684184	6.20902
FBtr0336761	1233	1062.06	7.1369	63.3367
FBtr0336637	3026	2855.06	0.167667	4
FBtr0300693	1964	1793.06	0	0
FBtr0336636	3290	3119.06	0	0
FBtr0071797	3770	3599.06	0	0
FBtr0336638	1523	1352.06	0	0
FBtr0087382	5033	4862.06	22.768	925
FBtr0339998	5235	5064.06	0	0
FBtr0301478	2790	2619.06	25.3007	553.7
FBtr0089521	2653	2482.06	4.29988	89.1797
FBtr0306351	2221	2050.06	1.6674	28.5629
FBtr0306350	2503	2332.06	2.02579	39.4759
FBtr0330046	2653	2482.06	4.29988	89.1797
FBtr0301477	4782	4611.06	0.827976	31.9018
FBtr0300224	1562	1391.06	0	0
FBtr0114515	1508	1337.06	0.102541	1.14563
FBtr0087406	329	158.538	0	0
FBtr0072888	2130	1959.06	0	0
FBtr0085859	1170	999.058	0.47915	4
FBtr0334894	6412	6241.06	38.3133	1998.05
FBtr0084460	6624	6453.06	7.33855	395.706
FBtr0304567	3987	3816.06	5.08819	162.247
FBtr0070907	2510	2339.06	121.667	2378
FBtr0070906	2636	2465.06	0	0
FBtr0305911	1961	1790.06	7.42764	111.1
FBtr0289953	2161	1990.06	4.63807	77.126
FBtr0305910	2015	1844.06	2.7759	42.7736
FBtr0088312	1656	1485.06	0	0
FBtr0088313	2297	2126.06	0	0
FBtr0088311	2351	2180.06	0.658743	12
FBtr0304592	2591	2420.06	0	0
FBtr0088882	1935	1764.06	76.6599	1130
FBtr0079894	2382	2211.06	22.2972	411.953
FBtr0331635	2356	2185.06	6.20653	113.321
FBtr0345615	2623	2452.06	4.96731	101.777
FBtr0071338	3399	3228.06	183.179	4941
FBtr0334508	4486	4315.06	0	0
FBtr0085746	3506	3335.06	0.0358839	1
FBtr0085085	1541	1370.06	38.172	437
FBtr0085084	2075	1904.06	0	0
FBtr0079304	905	734.139	0.163014	1
FBtr0079732	925	754.139	0	0
FBtr0071108	3145	2974.06	9.26347	230.208
FBtr0340139	3231	3060.06	0	0
FBtr0071107	3426	3255.06	35.9383	977.493
FBtr0340138	4238	4067.06	2.03828	69.2695
FBtr0309839	4403	4232.06	0	0
FBtr0309836	4378	4207.06	0	0
FBtr0309837	3952	3781.06	2.20628	69.7063
FBtr0073144	4107	3936.06	143.619	4723.59
FBtr0309838	4006	3835.06	0.0532482	1.70637
FBtr0075152	2917	2746.06	25.4946	585
FBtr0300092	607	436.246	0	0
FBtr0073892	1096	925.058	0	0
FBtr0343143	1534	1363.06	0.0877987	1
FBtr0332630	1663	1492.06	1.59436	19.8779
FBtr0332631	1364	1193.06	47.9683	478.204
FBtr0332632	5997	5826.06	9.61978	468.314
FBtr0301268	1587	1416.06	0.33805	4
FBtr0085909	2020	1849.06	0.129444	2
FBtr0080763	2304	2133.06	18.4024	328
FBtr0086733	1297	1126.06	26.1443	246
FBtr0087262	852	681.139	148.992	848
FBtr0303232	702	531.246	3.82962	17
FBtr0344155	6716	6545.06	5.33113	291.562
FBtr0070316	6065	5894.06	24.5365	1208.44
FBtr0344279	6745	6574.06	0.0728164	4
FBtr0076133	3030	2859.06	0.125574	3
FBtr0082259	2901	2730.06	40.1976	917
FBtr0079708	1718	1547.06	35.7042	461.555
FBtr0330181	847	676.139	0.607817	3.43405
FBtr0074894	650	479.246	112.263	449.566
FBtr0082726	2913	2742.06	1.56358	35.8256
FBtr0331429	2603	2432.06	1.49905	30.464
FBtr0331428	2948	2777.06	1.97723	45.8816
FBtr0082727	2606	2435.06	3.14602	64.0129
FBtr0301219	3098	2927.06	7.76075	189.816
FBtr0088166	1239	1068.06	0.112049	1
FBtr0310646	1830	1659.06	2.11204	29.2793
FBtr0073730	1370	1199.06	174.835	1751.72
FBtr0079724	633	462.246	3.63942	14.0573
FBtr0346454	899	728.139	1.80035	10.9539
FBtr0100541	611	440.246	6814.93	25070
FBtr0343865	1567	1396.06	0	0
FBtr0079324	1294	1123.06	0.319684	3
FBtr0079598	1156	985.058	48.9862	403.211
FBtr0081220	1093	922.058	7.73294e-07	5.958e-06
FBtr0300823	1159	988.058	0.961161	7.93553
FBtr0081221	1054	883.058	31.202	230.234
FBtr0310645	979	808.058	4.58951	30.9889
FBtr0081219	1084	913.058	0.110355	0.84195
FBtr0075314	465	294.413	78.4519	193
FBtr0070136	2103	1932.06	2.59618	41.9133
FBtr0070137	2193	2022.06	2.38618	40.3175
FBtr0070135	2124	1953.06	7.6453	124.769
FBtr0076688	2391	2220.06	26.603	493.505
FBtr0346546	2609	2438.06	0	0
FBtr0302935	3103	2932.06	13.1142	321.301
FBtr0082329	3115	2944.06	2.4674	60.6993
FBtr0344017	5279	5108.06	0.492651	21.0277
FBtr0091678	6366	6195.06	6.01127	311.178
FBtr0344016	5395	5224.06	0	0
FBtr0342985	4422	4251.06	6.08305	216.081
FBtr0071815	4360	4189.06	16.9789	594.324
FBtr0071816	4190	4019.06	1.25382e-08	4.21073e-07
FBtr0071813	4216	4045.06	282.163	9537.22
FBtr0342986	4124	3953.06	7.10263	234.612
FBtr0071814	4255	4084.06	3.35984	114.659
FBtr0083049	682	511.246	54.3076	232
FBtr0079593	751	580.139	0.409816	1.98663
FBtr0332415	1011	840.058	5.77878	40.5642
FBtr0345640	3934	3763.06	5.58482	175.609
FBtr0077562	3784	3613.06	51.0884	1542.39
FBtr0085387	5031	4860.06	4.89797	198.909
FBtr0085386	4880	4709.06	11.9468	470.091
FBtr0085614	355	184.538	9.41137	14.5123
FBtr0303924	5093	4922.06	0	0
FBtr0303923	5120	4949.06	0.217632	9
FBtr0300811	4420	4249.06	14.6176	519
FBtr0340626	2866	2695.06	0.0761375	1.71461
FBtr0340627	2995	2824.06	0	0
FBtr0340628	2870	2699.06	0.0126542	0.285395
FBtr0087784	1976	1805.06	201.816	3043.99
FBtr0332882	2246	2075.06	0.44519	7.71921
FBtr0339391	1899	1728.06	0.0204079	0.294683
FBtr0084095	7188	7017.06	0.772943	45.321
FBtr0343807	7002	6831.06	0.150289	8.5785
FBtr0343805	4551	4380.06	11.5489	422.685
FBtr0343806	4719	4548.06	8.27334	314.416
FBtr0086801	711	540.139	0.525672	2.37256
FBtr0344145	6340	6169.06	0.0308599	1.59078
FBtr0100454	3868	3697.06	0	0
FBtr0082255	6557	6386.06	0	0
FBtr0082256	4226	4055.06	0	0
FBtr0100455	2462	2291.06	0.0736112	1.40922
FBtr0088783	1907	1736.06	43.4037	629.635
FBtr0301333	1977	1806.06	0	0
FBtr0332689	1974	1803.06	0	0
FBtr0086107	5316	5145.06	42.5195	1828
FBtr0072159	694	523.246	0.457432	2
FBtr0076218	2574	2403.06	8.87675	178.244
FBtr0076219	2478	2307.06	33.9125	653.756
FBtr0113346	1241	1070.06	0.111839	1
FBtr0100083	570	399.246	0	0
FBtr0079765	644	473.246	0.252881	1
FBtr0071734	1182	1011.06	0	0
FBtr0071191	1056	885.058	9.83832	72.7596
FBtr0345988	1286	1115.06	2.60163	24.2404
FBtr0071902	1064	893.058	2.638	19.6858
FBtr0332909	904	733.139	55.5516	340.314
FBtr0078892	1301	1130.06	477.721	4511
FBtr0073061	323	152.538	0	0
FBtr0081973	1959	1788.06	0.33465	5
FBtr0333190	1343	1172.06	0	0
FBtr0072990	764	593.139	48.2219	239
FBtr0076205	2178	2007.06	0	0
FBtr0076204	2232	2061.06	11.1484	192
FBtr0081487	2064	1893.06	27.1706	429.795
FBtr0331678	2435	2264.06	0.645147	12.2052
FBtr0086674	751	580.139	207.73	1007
FBtr0113686	2779	2608.06	1.51426	33
FBtr0113685	2706	2535.06	0	0
FBtr0072069	2783	2612.06	1.93794	42.2981
FBtr0072067	2762	2591.06	0	0
FBtr0072070	2827	2656.06	16.1821	359.145
FBtr0332926	2655	2484.06	0	0
FBtr0072068	2775	2604.06	0.675133	14.6905
FBtr0072066	2608	2437.06	0.00402149	0.0818938
FBtr0087059	1547	1376.06	104.537	1202
FBtr0074966	4094	3923.06	14.9014	488.482
FBtr0333896	4347	4176.06	1.41907	49.5185
FBtr0302288	1725	1554.06	0	0
FBtr0086613	5546	5375.06	0.512091	23
FBtr0091795	4018	3847.06	0.736353	23.6708
FBtr0300891	3895	3724.06	0	0
FBtr0091794	5531	5360.06	0	0
FBtr0091793	5663	5492.06	0.0363753	1.66932
FBtr0300892	5540	5369.06	0	0
FBtr0091792	3886	3715.06	0	0
FBtr0301734	675	504.246	25.3947	107
FBtr0342889	1080	909.058	15.1779	115.292
FBtr0071618	1141	970.058	5.88564	47.7078
FBtr0344856	10063	9892.06	0	0
FBtr0329838	8191	8020.06	0	0
FBtr0329840	7444	7273.06	5.43486e-09	3.30296e-07
FBtr0332236	5661	5490.06	0.569607	26.1306
FBtr0329844	5383	5212.06	2.47832	107.935
