Name	Length	EffectiveLength	TPM	NumReads
FBtr0346532	1185	1011.65	0.426418	3.31689
FBtr0073076	880	706.651	67.134	364.764
FBtr0089289	4677	4503.65	3.88833	134.646
FBtr0100448	4590	4416.65	0.614304	20.8613
FBtr0089290	4681	4507.65	0.287536	9.9657
FBtr0089288	4037	3863.65	10.4319	309.903
FBtr0100447	4417	4243.65	1.44296	47.0825
FBtr0329933	4663	4489.65	0.0119275	0.411745
FBtr0336949	2826	2652.65	22.0205	449.13
FBtr0088786	1378	1204.65	75.5123	699.428
FBtr0088785	1869	1695.65	18.9824	247.486
FBtr0303077	607	433.811	0	0
FBtr0339716	615	441.811	0	0
FBtr0085459	600	426.811	78.0081	256
FBtr0070973	1218	1044.65	0.622493	5
FBtr0089252	2767	2593.65	3.61046	72.001
FBtr0334488	2840	2666.65	1.00144	20.5332
FBtr0334489	2902	2728.65	0.963389	20.2122
FBtr0100600	3804	3630.65	3.448	96.2536
FBtr0300305	309	135.976	0	0
FBtr0077162	567	393.811	0	0
FBtr0072277	713	539.764	57.5877	239
FBtr0344898	1082	908.651	0	0
FBtr0086817	1175	1001.65	0	0
FBtr0333271	5146	4972.65	1.76095e-08	6.73285e-07
FBtr0072639	5149	4975.65	1.67438	64.0573
FBtr0340000	824	650.651	2.29499	11.4814
FBtr0087390	427	253.959	99.6168	194.519
FBtr0070472	3021	2847.65	0.0804202	1.76083
FBtr0331752	4499	4325.65	20.0193	665.831
FBtr0070475	3174	3000.65	7.17255	165.483
FBtr0070474	3218	3044.65	1.43786	33.6604
FBtr0302185	2166	1992.65	1.32466	20.2955
FBtr0070471	4805	4631.65	7.78629	277.288
FBtr0112828	2903	2729.65	4.69724	98.5857
FBtr0301966	3182	3008.65	1.4248	32.9602
FBtr0070468	3055	2881.65	14.4893	321.037
FBtr0070476	2745	2571.65	0	0
FBtr0070470	3110	2936.65	3.59439e-08	8.116e-07
FBtr0331751	4750	4576.65	0.811317	28.5498
FBtr0070469	4244	4070.65	12.8495	402.174
FBtr0070467	2929	2755.65	0	0
FBtr0331753	5004	4830.65	0.608252	22.592
FBtr0070466	2847	2673.65	0.0190944	0.392531
FBtr0070473	3091	2917.65	2.41249	54.1206
FBtr0076265	1575	1401.65	47.879	516
FBtr0331935	1030	856.651	0	0
FBtr0088237	816	642.651	97.9503	484
FBtr0081705	1363	1189.65	0	0
FBtr0088524	1299	1125.65	86.886	752
FBtr0074540	843	669.651	26.6077	137
FBtr0074494	1357	1183.65	0.65927	6
FBtr0085714	3349	3175.65	97.6446	2384.22
FBtr0085713	3440	3266.65	871.354	21885.8
FBtr0076256	334	160.976	1.61586	2
FBtr0339552	1718	1544.65	11.9512	141.941
FBtr0078950	1533	1359.65	28.7978	301.059
FBtr0070990	1321	1147.65	1.26879	11.196
FBtr0100409	805	631.651	1.36164	6.6131
FBtr0343330	706	532.764	106.735	437.225
FBtr0304902	1617	1443.65	0	0
FBtr0304901	2286	2112.65	0.0615613	1
FBtr0078872	1228	1054.65	0	0
FBtr0077839	2112	1938.65	15.6624	233.465
FBtr0077837	2331	2157.65	1.61152	26.7351
FBtr0077838	2235	2061.65	1.98836	31.5191
FBtr0077836	2325	2151.65	20.0849	332.281
FBtr0075133	4018	3844.65	0.498032	14.7224
FBtr0332862	2190	2016.65	2.27512	35.2776
FBtr0087988	1754	1580.65	163.345	1985.21
FBtr0087987	1948	1774.65	474.643	6476.56
FBtr0074688	1633	1459.65	52.3028	587
FBtr0086864	3503	3329.65	13.3196	341
FBtr0083361	1283	1109.65	0	0
FBtr0392904	4164	3990.65	10.4432	320.437
FBtr0084588	2385	2211.65	80.9075	1375.85
FBtr0303161	2639	2465.65	14.547	275.784
FBtr0079257	1918	1744.65	15.2075	204
FBtr0307341	906	732.651	0	0
FBtr0084989	527	353.811	0.73518	2
FBtr0306309	750	576.709	0	0
FBtr0344570	539	365.811	2.48872	7
FBtr0078090	1219	1045.65	32.8362	264
FBtr0087439	546	372.811	21.9779	63
FBtr0070960	2096	1922.65	0.202935	3
FBtr0302357	2296	2122.65	0	0
FBtr0302356	2428	2254.65	0	0
FBtr0340571	3830	3656.65	0	0
FBtr0340572	3825	3651.65	0	0
FBtr0080267	3305	3131.65	0	0
FBtr0077141	787	613.651	0	0
FBtr0306593	981	807.651	0	0
FBtr0081719	1938	1764.65	80.0399	1086
FBtr0071549	1655	1481.65	33.2682	379
FBtr0308832	1068	894.651	7.99595	55.0033
FBtr0308833	2043	1869.65	27.3394	393.019
FBtr0074921	2263	2089.65	8.27639	132.978
FBtr0073011	1996	1822.65	0.0713562	1
FBtr0112378	450	276.934	0	0
FBtr0342602	1596	1422.65	0	0
FBtr0080326	1217	1043.65	92.2327	740.124
FBtr0085405	675	501.764	181.7	701
FBtr0339295	331	157.976	0	0
FBtr0300316	205	34.2989	0	0
FBtr0300904	2130	1956.65	0.0664695	1
FBtr0081633	2196	2022.65	0	0
FBtr0300905	2052	1878.65	0	0
FBtr0335279	1234	1060.65	0	0
FBtr0335281	1199	1025.65	0.760829	6
FBtr0290216	733	559.709	0	0
FBtr0335280	740	566.709	0	0
FBtr0077120	1711	1537.65	18.5931	219.824
FBtr0081676	887	713.651	0	0
FBtr0076639	2093	1919.65	0.271002	4
FBtr0079280	1148	974.651	0	0
FBtr0304827	5797	5623.65	0.153684	6.64527
FBtr0433494	6405	6231.65	0.4929	23.6171
FBtr0333832	6581	6407.65	0.0146602	0.722277
FBtr0433497	5654	5480.65	0.00860644	0.362677
FBtr0333833	6118	5944.65	0	0
FBtr0433496	5848	5674.65	4.04706e-06	0.000176581
FBtr0304826	8410	8236.65	0	0
FBtr0433495	8302	8128.65	0.000137299	0.00858123
FBtr0433493	8251	8077.65	0.213929	13.2867
FBtr0300808	2019	1845.65	0	0
FBtr0300809	4061	3887.65	0	0
FBtr0301700	4064	3890.65	0	0
FBtr0072287	5108	4934.65	30.3357	1151
FBtr0343633	2816	2642.65	0	0
FBtr0074281	2640	2466.65	73.2328	1388.92
FBtr0343632	2730	2556.65	3.02983	59.56
FBtr0074279	3898	3724.65	37.2833	1067.74
FBtr0074280	3895	3721.65	0.912889	26.1227
FBtr0072238	1035	861.651	0	0
FBtr0308073	1317	1143.65	2.05991	18.1137
FBtr0082360	764	590.651	86.2908	391.886
FBtr0082361	1024	850.651	0	0
FBtr0079938	1428	1254.65	3.10981	30
FBtr0077227	1279	1105.65	85.023	722.801
FBtr0091702	1278	1104.65	3.08455	26.1988
FBtr0074882	2425	2251.65	19.9147	344.778
FBtr0332153	3588	3414.65	2.34842	61.6575
FBtr0310476	2042	1868.65	9.56287	137.398
FBtr0100666	2416	2242.65	3.52545	60.7911
FBtr0332726	2033	1859.65	1.15648	16.5361
FBtr0080287	1089	915.651	14.8332	104.431
FBtr0309307	5887	5713.65	0.0455252	2
FBtr0300898	5037	4863.65	0	0
FBtr0080024	1050	876.651	8.50407	57.3216
FBtr0077389	2263	2089.65	93.7317	1506
FBtr0290204	1958	1784.65	0	0
FBtr0086689	848	674.651	28.1205	145.87
FBtr0306636	1574	1400.65	17.6865	190.475
FBtr0086687	1472	1298.65	11.0482	110.319
FBtr0086690	2195	2021.65	0	0
FBtr0086686	1532	1358.65	0	0
FBtr0340359	2225	2051.65	0	0
FBtr0301148	981	807.651	83.7268	519.939
FBtr0086684	908	734.651	0	0
FBtr0306637	2237	2063.65	2.4829	39.3967
FBtr0301149	1514	1340.65	0	0
FBtr0086600	1106	932.651	0	0
FBtr0331978	1118	944.651	24.369	177
FBtr0078769	621	447.811	4228.07	14558
FBtr0070712	1878	1704.65	0.915548	12
FBtr0343263	1108	934.651	0	0
FBtr0343264	928	754.651	0	0
FBtr0072024	920	746.651	0	0
FBtr0113111	979	805.651	0	0
FBtr0333452	4664	4490.65	0.584091	20.1676
FBtr0333450	3996	3822.65	0.0963664	2.8324
FBtr0333451	4043	3869.65	6.09784e-08	1.81431e-06
FBtr0300831	4092	3918.65	0	0
FBtr0076303	1640	1466.65	1.64617	18.5638
FBtr0076302	1655	1481.65	0.0842919	0.960277
FBtr0076301	2049	1875.65	69.3036	999.476
FBtr0077098	1123	949.651	94.2478	688.176
FBtr0070552	1047	873.651	0.297733	2
FBtr0075818	1346	1172.65	29.5018	266
FBtr0088789	1908	1734.65	5.09838	68
FBtr0304960	503	329.845	0	0
FBtr0075249	843	669.651	0.194217	1
FBtr0084104	1804	1630.65	237.833	2981.93
FBtr0336911	2177	2003.65	7.67001	118.163
FBtr0088974	1597	1423.65	16.1736	177.042
FBtr0100360	4963	4789.65	0.185531	6.8326
FBtr0110880	2920	2746.65	0	0
FBtr0334105	2225	2051.65	0	0
FBtr0301185	2946	2772.65	0	0
FBtr0110881	4262	4088.65	2.20017	69.1674
FBtr0336928	1138	964.651	0	0
FBtr0072107	995	821.651	0.316576	2
FBtr0085786	2956	2782.65	20.167	431.485
FBtr0085785	3082	2908.65	0	0
FBtr0334549	2894	2720.65	1.50656	31.5155
FBtr0334550	3020	2846.65	0	0
FBtr0340191	4545	4371.65	7.56272e-07	2.54207e-05
FBtr0073848	4477	4303.65	67.7539	2242
FBtr0078387	3371	3197.65	9.45106	232.368
FBtr0087487	2027	1853.65	15.6463	223
FBtr0083735	2688	2514.65	0	0
FBtr0332539	2448	2274.65	0.343314	6.00442
FBtr0077790	977	803.651	0	0
FBtr0331440	941	767.651	0	0
FBtr0331439	971	797.651	0	0
FBtr0082634	1746	1572.65	20.2614	245
FBtr0079612	1320	1146.65	7.77521	68.5501
FBtr0087980	1799	1625.65	0	0
FBtr0087979	1558	1384.65	0.093928	1
FBtr0072044	1063	889.651	0	0
FBtr0343206	1072	898.651	0	0
FBtr0072043	1160	986.651	0	0
FBtr0075225	1132	958.651	0	0
FBtr0112489	446	272.934	10.4574	21.9456
FBtr0339263	740	566.709	0	0
FBtr0301018	2276	2102.65	0.865957	14
FBtr0302526	640	466.811	3.90052	14
FBtr0100009	3280	3106.65	6.48895	155
FBtr0089901	2338	2164.65	0.10221	1.70115
FBtr0089902	1803	1629.65	0	0
FBtr0300562	2617	2443.65	6.73518	126.547
FBtr0089900	2125	1951.65	0	0
FBtr0089904	2355	2181.65	0	0
FBtr0301521	2467	2293.65	0.830389	14.6445
FBtr0089905	2568	2394.65	0.929113	17.1071
FBtr0345390	5214	5040.65	0.322723	12.5078
FBtr0331425	3556	3382.65	5.64435	146.803
FBtr0332155	4408	4234.65	3.79882	123.689
FBtr0075014	3541	3367.65	0	0
FBtr0078874	603	429.811	0	0
FBtr0083452	2975	2801.65	9.66767	208.257
FBtr0302317	2262	2088.65	23.4593	376.743
FBtr0333248	2543	2369.65	0	0
FBtr0114524	2411	2237.65	0.116245	2
FBtr0273385	6171	5997.65	0.717621	33.0934
FBtr0339307	6637	6463.65	0.89528	44.494
FBtr0273384	6439	6265.65	2.81079	135.413
FBtr0082117	3807	3633.65	3.83013	107.009
FBtr0082116	6303	6129.65	1.50374	70.8719
FBtr0082118	4671	4497.65	2.51949	87.1291
FBtr0085011	1569	1395.65	0.372751	4
FBtr0081174	4145	3971.65	0	0
FBtr0081175	3934	3760.65	0	0
FBtr0303241	4041	3867.65	2.63649	78.404
FBtr0081176	3893	3719.65	0	0
FBtr0305129	2997	2823.65	12.6541	274.731
FBtr0339156	2994	2820.65	1.30346	28.269
FBtr0339157	2988	2814.65	0	0
FBtr0071784	2049	1875.65	0	0
FBtr0071785	1989	1815.65	55.8012	779.005
FBtr0089148	3050	2876.65	0.941331	20.8206
FBtr0089147	2773	2599.65	1.48814	29.7457
FBtr0089150	2762	2588.65	0.16699	3.32375
FBtr0089146	2709	2535.65	0.388814	7.58047
FBtr0308247	2614	2440.65	25.7369	482.976
FBtr0089149	2840	2666.65	3.19714	65.553
FBtr0302559	2531	2357.65	0	0
FBtr0346506	2597	2423.65	0	0
FBtr0302190	3048	2874.65	3.75914	83.088
FBtr0086145	3054	2880.65	6.40714	141.912
FBtr0306281	375	201.959	0	0
FBtr0306280	392	218.959	0	0
FBtr0306258	4812	4638.65	2.13206	76.0425
FBtr0073119	3828	3654.65	72.3559	2033.22
FBtr0073120	4106	3932.65	82.6394	2498.83
FBtr0073118	4763	4589.65	90.8868	3207.34
FBtr0337055	3442	3268.65	15.0392	377.971
FBtr0333895	3491	3317.65	81.6255	2082.19
FBtr0337056	4046	3872.65	0.0133926	0.398785
FBtr0077442	1411	1237.65	5.35929	51
FBtr0076018	1266	1092.65	3.69409	31.0351
FBtr0076017	963	789.651	9.38226	56.9649
FBtr0339781	3357	3183.65	0	0
FBtr0070778	3093	2919.65	0	0
FBtr0344824	2804	2630.65	2.96636	60
FBtr0345292	830	656.651	12.7874	64.5628
FBtr0070983	837	663.651	23.3948	119.378
FBtr0070982	1100	926.651	1.94708	13.8728
FBtr0070981	941	767.651	76.9398	454.129
FBtr0070980	854	680.651	5056.51	26463.1
FBtr0307300	2919	2745.65	13.4836	284.653
FBtr0113024	3030	2856.65	0.998207	21.9251
FBtr0332600	2913	2739.65	0	0
FBtr0083414	2815	2641.65	17.7728	360.99
FBtr0337043	3789	3615.65	0.755751	21.0102
FBtr0077516	1338	1164.65	0	0
FBtr0112524	1274	1100.65	2.59961	22
FBtr0089233	3691	3517.65	3.12851	84.6164
FBtr0334626	3376	3202.65	0	0
FBtr0310651	3526	3352.65	1.2056	31.0782
FBtr0089229	3501	3327.65	20.6482	528.305
FBtr0082920	981	807.651	0	0
FBtr0077386	1734	1560.65	21.2939	255.52
FBtr0071106	2301	2127.65	0.0611273	1
FBtr0070937	2201	2027.65	122.45	1909.04
FBtr0070938	2487	2313.65	63.1251	1122.96
FBtr0070397	1267	1093.65	1.07028	9
FBtr0074346	819	645.651	0	0
FBtr0071471	1606	1432.65	0	0
FBtr0330316	1609	1435.65	0	0
FBtr0074918	1253	1079.65	18.5653	154.117
FBtr0072124	2163	1989.65	22.9438	351
FBtr0071683	1189	1015.65	78.7528	615
FBtr0077403	1061	887.651	0	0
FBtr0113021	1089	915.651	0	0
FBtr0077402	1231	1057.65	0.245937	2
FBtr0077401	1011	837.651	0	0
FBtr0300280	1584	1410.65	0.184394	2
FBtr0346378	3461	3287.65	0.23019	5.81885
FBtr0074809	2896	2722.65	36.8057	770.499
FBtr0335137	3353	3179.65	0	0
FBtr0346141	373	199.959	2.577	3.96206
FBtr0085611	272	99.0223	14.4974	11.0379
FBtr0074029	585	411.811	0.315818	1
FBtr0075388	1505	1331.65	0.195333	2
FBtr0343534	2295	2121.65	0	0
FBtr0086001	1762	1588.65	0.4912	6
FBtr0321315	1239	1065.65	0	0
FBtr0333037	2846	2672.65	0	0
FBtr0075724	2737	2563.65	3.38588	66.7413
FBtr0075723	2084	1910.65	1.1748	17.2587
FBtr0342770	3744	3570.65	3.43998	94.4427
FBtr0070420	3766	3592.65	80.4588	2222.56
FBtr0342771	3838	3664.65	0	0
FBtr0333323	2883	2709.65	1.40648e-09	2.9303e-08
FBtr0333322	2930	2756.65	1.3385	28.3703
FBtr0074137	2347	2173.65	1.2821	21.4278
FBtr0074135	2386	2212.65	49.8565	848.202
FBtr0308136	1697	1523.65	0	0
FBtr0080237	698	524.764	0	0
FBtr0300638	3446	3272.65	0	0
FBtr0073729	466	292.905	66.3079	149.333
FBtr0084836	743	569.709	28.0794	123
FBtr0082430	1248	1074.65	1.17342	9.69587
FBtr0335211	1142	968.651	26.8942	200.304
FBtr0076857	1307	1133.65	1.03252	9
FBtr0300424	902	728.651	1.24944	7
FBtr0083860	1793	1619.65	5.60946	69.8566
FBtr0302327	1744	1570.65	135.75	1639.4
FBtr0083861	1877	1703.65	10.9736	143.745
FBtr0083086	1479	1305.65	22.7642	228.531
FBtr0334589	2552	2378.65	1.93935	35.4692
FBtr0091874	595	421.811	2.86748e-08	9.3e-08
FBtr0073935	992	818.651	0	0
FBtr0073300	818	644.651	0	0
FBtr0073299	2460	2286.65	0	0
FBtr0088841	1522	1348.65	3.52303	36.5326
FBtr0088842	1468	1294.65	59.5867	593.153
FBtr0345599	2094	1920.65	0	0
FBtr0070422	1749	1575.65	0	0
FBtr0342772	681	507.764	0.571509	2.23126
FBtr0070421	1547	1373.65	0.356825	3.76874
FBtr0333023	2495	2321.65	0	0
FBtr0075579	1678	1504.65	0.172874	2
FBtr0072248	2815	2641.65	6.39183e-05	0.00129827
FBtr0345620	2931	2757.65	0	0
FBtr0072247	2800	2626.65	0.0494503	0.998702
FBtr0072253	1306	1132.65	0	0
FBtr0343432	1090	916.651	35.0452	247
FBtr0073127	1478	1304.65	0.000560165	0.0056192
FBtr0073128	1471	1297.65	0.300113	2.99438
FBtr0079458	1541	1367.65	0	0
FBtr0079460	1595	1421.65	0.914834	10
FBtr0079462	1526	1352.65	0	0
FBtr0079461	1505	1331.65	0.0976664	1
FBtr0079459	1585	1411.65	0.829184	9
FBtr0081997	1156	982.651	26.2378	198.24
FBtr0081996	1257	1083.65	0.836245	6.96767
FBtr0336761	1233	1059.65	13.8437	112.793
FBtr0336637	3026	2852.65	0.086532	1.89797
FBtr0300693	1964	1790.65	0	0
FBtr0336636	3290	3116.65	0	0
FBtr0071797	3770	3596.65	0	0
FBtr0336638	1523	1349.65	0.00983187	0.102029
FBtr0087382	5033	4859.65	36.7703	1373.94
FBtr0339998	5235	5061.65	0	0
FBtr0301478	2790	2616.65	22.2007	446.66
FBtr0089521	2653	2479.65	4.26195	81.2576
FBtr0306351	2221	2047.65	1.39109	21.9017
FBtr0306350	2503	2329.65	2.20701	39.533
FBtr0330046	2653	2479.65	4.26195	81.2576
FBtr0301477	4782	4608.65	1.02694	36.39
FBtr0300224	1562	1388.65	0	0
FBtr0114515	1508	1334.65	0.224464	2.30345
FBtr0087406	329	155.976	0	0
FBtr0072888	2130	1956.65	0.0664695	1
FBtr0085859	1170	996.651	0.399694	3.06292
FBtr0334894	6412	6238.65	45.6567	2190.08
FBtr0084460	6624	6450.65	7.97523	395.559
FBtr0304567	3987	3813.65	8.64039	253.36
FBtr0070907	2510	2336.65	125.234	2249.99
FBtr0070906	2636	2462.65	0	0
FBtr0305911	1961	1787.65	11.017	151.43
FBtr0289953	2161	1987.65	9.20341	140.654
FBtr0305910	2015	1841.65	1.97141	27.9157
FBtr0088312	1656	1482.65	0	0
FBtr0088313	2297	2123.65	0	0
FBtr0088311	2351	2177.65	1.24981	20.9265
FBtr0304592	2591	2417.65	0.541906	10.0735
FBtr0088882	1935	1761.65	85.7871	1162
FBtr0079894	2382	2208.65	15.6264	265.37
FBtr0331635	2356	2182.65	8.48731	142.436
FBtr0345615	2623	2449.65	4.31781	81.3266
FBtr0071338	3399	3225.65	145.635	3612
FBtr0334508	4486	4312.65	0	0
FBtr0085746	3506	3332.65	0.195126	5
FBtr0085085	1541	1367.65	92.2081	969.636
FBtr0085084	2075	1901.65	0.435221	6.36363
FBtr0079304	905	731.651	0	0
FBtr0079732	925	751.651	0	0
FBtr0071108	3145	2971.65	1.66395	38.0191
FBtr0340139	3231	3057.65	1.64107	38.5816
FBtr0071107	3426	3252.65	42.9595	1074.39
FBtr0340138	4238	4064.65	1.36518	42.6655
FBtr0309839	4403	4229.65	0	0
FBtr0309836	4378	4204.65	0	0
FBtr0309837	3952	3778.65	2.49149	72.387
FBtr0073144	4107	3933.65	150.749	4559.47
FBtr0309838	4006	3832.65	0.17445	5.14084
FBtr0075152	2917	2743.65	24.992	527.224
FBtr0300092	607	433.811	0	0
FBtr0073892	1096	922.651	0	0
FBtr0343143	1534	1360.65	0.0955848	1
FBtr0332630	1663	1489.65	3.83973	43.9795
FBtr0332631	1364	1190.65	51.4526	471.039
FBtr0332632	5997	5823.65	10.7932	483.291
FBtr0301268	1587	1413.65	0.552007	6
FBtr0085909	2020	1846.65	0.352144	5
FBtr0080763	2304	2130.65	26.0646	427
FBtr0086733	1297	1123.65	28.1262	243
FBtr0087262	852	678.651	177.46	926
FBtr0303232	702	528.764	9.59264	39
FBtr0344155	6716	6542.65	9.78928	492.458
FBtr0070316	6065	5891.65	25.9912	1177.41
FBtr0344279	6745	6571.65	0.0197907	1
FBtr0076133	3030	2856.65	0.0910559	2
FBtr0082259	2901	2727.65	45.896	962.561
FBtr0079708	1718	1544.65	13.359	158.661
FBtr0330181	847	673.651	0	0
FBtr0074894	650	476.764	107.753	395
FBtr0082726	2913	2739.65	2.71488	57.1886
FBtr0331429	2603	2429.65	1.70471e-08	3.18463e-07
FBtr0331428	2948	2774.65	6.17528	131.744
FBtr0082727	2606	2432.65	4.18908	78.3544
FBtr0301219	3098	2924.65	5.27911	118.713
FBtr0088166	1239	1065.65	0	0
FBtr0310646	1830	1656.65	3.85605	49.1177
FBtr0073730	1370	1196.65	189.751	1745.88
FBtr0079724	633	459.811	9.86648	34.8824
FBtr0346454	899	725.651	1.95693	10.9186
FBtr0100541	611	437.811	6159.07	20733.2
FBtr0343865	1567	1393.65	0.330244	3.53878
FBtr0079324	1294	1120.65	0.0179215	0.154422
FBtr0079598	1156	982.651	51.9102	392.208
FBtr0081220	1093	919.651	1.96345e-06	1.38838e-05
FBtr0300823	1159	985.651	1.04737	7.93761
FBtr0081221	1054	880.651	25.5371	172.918
FBtr0310645	979	805.651	5.94154	36.8053
FBtr0081219	1084	910.651	0.191267	1.33923
FBtr0075314	465	291.905	62.3766	140
FBtr0070136	2103	1929.65	3.37444	50.0662
FBtr0070137	2193	2019.65	3.42283	53.1528
FBtr0070135	2124	1950.65	14.4536	216.781
FBtr0076688	2391	2217.65	24.4289	416.545
FBtr0346546	2609	2435.65	0	0
FBtr0302935	3103	2929.65	9.54076	214.913
FBtr0082329	3115	2941.65	9.77478	221.087
FBtr0344017	5279	5105.65	0	0
FBtr0091678	6366	6192.65	8.57321	408.211
FBtr0344016	5395	5221.65	0.501739	20.1442
FBtr0342985	4422	4248.65	6.57528	214.798
FBtr0071815	4360	4186.65	18.2859	588.637
FBtr0071816	4190	4016.65	1.72592	53.3028
FBtr0071813	4216	4042.65	225.442	7007.53
FBtr0342986	4124	3950.65	1.37009	41.618
FBtr0071814	4255	4081.65	3.57171	112.093
FBtr0083049	682	508.764	67.2318	263
FBtr0079593	751	577.709	0.241972	1.07483
FBtr0332415	1011	837.651	6.28669	40.4902
FBtr0345640	3934	3760.65	7.80345	225.639
FBtr0077562	3784	3610.65	55.2685	1534.36
FBtr0085387	5031	4857.65	9.48161	354.138
FBtr0085386	4880	4706.65	14.2823	516.862
FBtr0085614	355	181.959	16.8799	23.6161
FBtr0303924	5093	4919.65	0.0927171	3.50718
FBtr0303923	5120	4946.65	0.0918333	3.49282
FBtr0300811	4420	4246.65	18.5287	605
FBtr0340626	2866	2692.65	0	0
FBtr0340627	2995	2821.65	0	0
FBtr0340628	2870	2696.65	0	0
FBtr0087784	1976	1802.65	193.611	2683.52
FBtr0332882	2246	2072.65	0.622807	9.92532
FBtr0339391	1899	1725.65	37.1444	492.845
FBtr0084095	7188	7014.65	1.3138	70.86
FBtr0343807	7002	6828.65	0	0
FBtr0343805	4551	4377.65	6.08896e-05	0.00204951
FBtr0343806	4719	4545.65	22.3209	780.138
FBtr0086801	711	537.764	0.818578	3.38467
FBtr0344145	6340	6166.65	0	0
FBtr0100454	3868	3694.65	0.0352016	1
FBtr0082255	6557	6383.65	0	0
FBtr0082256	4226	4052.65	0.032092	1
FBtr0100455	2462	2288.65	0	0
FBtr0088783	1907	1733.65	51.3616	684.644
FBtr0301333	1977	1803.65	0	0
FBtr0332689	1974	1800.65	0	0
FBtr0086107	5316	5142.65	48.1521	1904
FBtr0072159	694	520.764	0.499487	2
FBtr0076218	2574	2400.65	3.02146	55.7713
FBtr0076219	2478	2304.65	51.028	904.229
FBtr0113346	1241	1067.65	0.36545	3
FBtr0100083	570	396.811	0	0
FBtr0079765	644	470.811	0	0
FBtr0071734	1182	1008.65	0.128942	1
FBtr0071191	1056	882.651	10.2149	69.3248
FBtr0345988	1286	1112.65	1.13094	9.67523
FBtr0071902	1064	890.651	11.6925	80.0719
FBtr0332909	904	730.651	65.136	365.928
FBtr0078892	1301	1127.65	498.247	4320
FBtr0073061	323	149.976	0.86719	1
FBtr0081973	1959	1785.65	0.422265	5.79757
FBtr0333190	1343	1169.65	0.244896	2.20243
FBtr0072990	764	590.651	46.4608	211
FBtr0076205	2178	2004.65	0.83862	12.9261
FBtr0076204	2232	2058.65	11.8186	187.074
FBtr0081487	2064	1890.65	24.5381	356.712
FBtr0331678	2435	2261.65	1.05168	18.2883
FBtr0086674	751	577.709	277.131	1231
FBtr0113686	2779	2605.65	1.89672	38
FBtr0113685	2706	2532.65	0	0
FBtr0072069	2783	2609.65	0.682128	13.6872
FBtr0072067	2762	2588.65	0	0
FBtr0072070	2827	2653.65	12.7472	260.091
FBtr0332926	2655	2481.65	0	0
FBtr0072068	2775	2601.65	3.56001	71.214
FBtr0072066	2608	2434.65	0.000437968	0.00819868
FBtr0087059	1547	1373.65	103.296	1091
FBtr0074966	4094	3920.65	12.6394	381.02
FBtr0333896	4347	4173.65	3.08437	98.9799
FBtr0302288	1725	1551.65	0	0
FBtr0086613	5546	5372.65	1.83976	76
FBtr0091795	4018	3844.65	1.13875	33.6628
FBtr0300891	3895	3721.65	0	0
FBtr0091794	5531	5357.65	0	0
FBtr0091793	5663	5489.65	0.0395312	1.66859
FBtr0300892	5540	5366.65	0	0
FBtr0091792	3886	3712.65	0	0
FBtr0301734	675	501.764	26.4385	102
FBtr0342889	1080	906.651	9.83302	68.5475
FBtr0071618	1141	967.651	8.52836	63.4525
FBtr0344856	10063	9889.65	0	0
FBtr0329838	8191	8017.65	0	0
